img_file;Image size (pixels);Aspect ratio;RMS contrast;Luminance entropy;Complexity;Edge density;Color entropy;mean R channel;mean G channel;mean B channel (RGB);mean L channel;mean a channel;mean b channel (Lab);mean H channel;mean S channel;mean V channel;std R channel;std G channel;std B channel;std L channel;std a channel;std b channel (Lab);std H channel;std S channel;std V channel;Mirror symmetry;DCM distance;DCM x position;DCM y position;Balance;CNN symmetry left-right;CNN symmetry up-down;CNN symmetry left-right & up-down;Slope Redies;Slope Spehar;Slope Mather;Fourier sigma;2D Fractal dimension;3D Fractal dimension;Self-similarity (PHOG);Self-similarity (CNN);Anisotropy;Homogeneity;1st-order EOE;2nd-order EOE;Sparseness;Variability;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\rudolf-lang\9223372032559843412.png;869;0.738;0.4053;0.9792;0.0261;0.7747;0.0;1.246;1.246;1.246;0.3416;-2,17E-02;4,11E-02;0.0;0.0;0.004886;1.478;1.478;1.478;0.4053;2,57E-02;4,88E-02;0.0;0.0;0.005797;34.383;17.043;0.07724;-0.036;29.194;0.8616;0.8627;0.8583;-3.164;-1.38;-1.488;0.001438;0.8632;2.261;0.3314;0.8001;0.002134;94.273;4.403;3.891;0.0006977;1,31E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\rudolf-lang\9223372032559843417.png;840;1.471;0.9977;0.6153;0.07126;1.873;0.0;1.333;1.333;1.333;0.3689;-2,34E-02;4.44e-05;0.0;0.0;0.005226;3.588;3.588;3.588;0.9977;6,33E-02;0.0001201;0.0;0.0;0.01407;79.127;23.117;0.108;-0.04118;50.375;0.731;0.801;0.6852;-3.044;-1.357;-1.476;0.004054;1.042;2.121;0.204;0.392;0.002534;69.482;4.336;3.932;0.0006917;4.84e-06;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\rudolf-lang\9223372032559843421.png;859;1.393;0.7152;0.5321;0.04041;1.092;0.0;0.9676;0.9676;0.9676;0.2653;-1,68E-02;3,19E-02;0.0;0.0;0.003795;2.609;2.609;2.609;0.7152;4,54E-02;8,61E-02;0.0;0.0;0.01023;79.105;7.772;0.022;-0.03203;56.201;0.8368;0.8127;0.8228;-3.145;-1.367;-1.483;0.002359;0.9086;2.149;0.111;0.4825;0.002769;73.586;4.36;3.663;0.0007066;3,46E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\rudolf-lang\9223372032559843426.png;863;1.377;1.941;0.8457;0.1813;4.775;0.0;3.577;3.577;3.577;1.046;-6.64e-05;0.0001259;0.0;0.0;0.01403;6.634;6.634;6.634;1.941;0.0001232;0.0002336;0.0;0.0;0.02602;60.683;47.297;0.236;0.01515;37.942;0.4763;0.5828;0.471;-3.091;-1.369;-1.484;0.001684;0.946;2.209;0.2372;0.6125;0.001958;84.102;4.493;4.244;0.0006024;1,06E-02;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\rudolf-lang\9223372032559843429.png;823;0.646;0.3923;0.9339;0.01821;0.525;0.0;1.049;1.049;1.049;0.2877;-1,83E-02;3,46E-02;0.0;0.0;0.004115;1.431;1.431;1.431;0.3923;2.49e-05;4,72E-02;0.0;0.0;0.005611;45.801;17.103;0.08514;0.008;31.779;0.8985;0.9093;0.9023;-3.158;-1.329;-1.449;0.00164;0.7833;2.069;0.2217;0.7283;0.002502;89.429;4.383;3.459;0.0007274;1,01E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\william-h-johnson\still-life-bottles-jugs-pitcher-1938.png;923;1.177;0.412;0.4704;0.01461;0.5492;0.0;0.5022;0.5022;0.5022;0.1377;-8,74E-03;1,66E-02;0.0;0.0;0.001969;1.503;1.503;1.503;0.412;2,62E-02;4,96E-02;0.0;0.0;0.005894;82.254;38.017;-0.1774;-0.0684;38.085;0.9206;0.906;0.901;-3.092;-1.386;-1.445;0.003654;0.8496;2.03;0.234;0.5808;0.003195;70.017;3.641;3.062;0.000732;1,45E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\alexej-von-jawlensky\stilleben-mit-weinflasche-1904.png;972;1.059;0.6475;0.6744;0.04807;1.714;0.0;0.8588;0.8588;0.8588;0.2355;-1,50E-02;2,83E-02;0.0;0.0;0.003368;2.362;2.362;2.362;0.6475;4,11E-02;7,79E-02;0.0;0.0;0.009261;75.588;43.899;0.142;0.1674;32.795;0.7664;0.7259;0.735;-3.153;-1.395;-1.431;0.003851;0.9548;2.051;0.1268;0.4556;0.002841;85.782;4.422;4.086;0.0006857;4.42e-06;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\afternoon-in-the-norfolk-meadows.png;910;1.22;0.9893;0.6195;0.0674;1.918;0.0;1.539;1.539;1.539;0.4219;-2,68E-02;5,08E-02;0.0;0.0;0.006034;3.608;3.608;3.608;0.9893;6,28E-02;0.0001191;0.0;0.0;0.01415;71.946;42.748;0.052;-0.2073;42.571;0.7811;0.6587;0.6587;-2.955;-1.348;-1.416;0.005225;1.008;2.215;0.09373;0.4286;0.00258;71.363;4.393;4.174;0.0006746;4,02E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\boy-on-pony-unfinished.png;905;1.235;1.278;0.6552;0.07634;2.271;0.0;1.767;1.767;1.767;0.4971;-3,16E-02;5,98E-02;0.0;0.0;0.006929;4.538;4.538;4.538;1.278;8,11E-02;0.0001538;0.0;0.0;0.0178;74.996;27.451;0.136;-0.01852;53.091;0.6654;0.6836;0.6517;-3.118;-1.35;-1.464;0.002285;0.8778;2.081;0.2006;0.3879;0.002108;73.148;4.423;4.0;0.0006728;6,16E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\cattle-in-moonlight.png;831;1.511;0.5599;0.2586;0.02917;0.7949;0.0;0.4361;0.4361;0.4361;0.1196;-7,59E-03;1,44E-02;0.0;0.0;0.00171;2.042;2.042;2.042;0.5599;3,56E-02;6,74E-02;0.0;0.0;0.008009;90.474;39.033;-0.076;-0.1798;75.553;0.8514;0.819;0.8173;-3.062;-1.349;-1.445;0.003744;0.8751;2.311;0.05157;0.4472;0.003636;54.96;4.347;3.594;0.0007324;2,26E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\dedham-landscape.png;915;1.205;0.3172;0.1036;0.026;0.6222;0.0;0.1357;0.1357;0.1357;0.03721;-2,36E-03;4,48E-03;0.0;0.0;0.0005322;1.157;1.157;1.157;0.3172;2,01E-02;3,82E-02;0.0;0.0;0.004537;97.383;44.363;0.088;-0.2036;55.549;0.9573;0.8337;0.8333;-2.887;-1.245;-1.308;0.007446;0.8904;2.309;0.0649;0.4356;0.002201;48.376;4.414;3.887;0.000748;1,29E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\falcon.png;889;0.778;1.961;1.511;0.06851;1.879;0.0;8.126;8.126;8.126;2.327;-0.0001477;0.00028;0.0;0.0;0.03187;6.788;6.788;6.788;1.961;0.0001245;0.000236;0.0;0.0;0.02662;28.602;38.893;0.1889;-0.046;21.463;0.6503;0.6734;0.6489;-3.003;-1.375;-1.449;0.005347;0.8568;2.324;0.2113;0.3888;0.002346;90.488;4.122;3.974;0.0006831;5,10E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\freshness-of-morning-1920.png;918;1.196;0.982;0.6107;0.07517;2.091;0.0;1.34;1.34;1.34;0.3699;-2,35E-02;4,45E-02;0.0;0.0;0.005253;3.544;3.544;3.544;0.982;6,24E-02;0.0001182;0.0;0.0;0.0139;75.629;41.478;0.104;-0.1794;45.817;0.7232;0.656;0.6469;-2.872;-1.3;-1.379;0.008111;0.9494;2.269;0.07181;0.386;0.002496;70.318;4.289;4.163;0.000674;5,77E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\grey-horse.png;902;1.244;1.41;0.6898;0.07558;2.327;0.0;2.398;2.398;2.398;0.6706;-4,26E-02;8,07E-02;0.0;0.0;0.009404;5.042;5.042;5.042;1.41;8,95E-02;0.0001697;0.0;0.0;0.01977;70.216;1.559;0.006;-0.004975;41.21;0.6849;0.6987;0.7041;-3.116;-1.383;-1.467;0.002849;0.8409;2.153;0.2965;0.3969;0.002443;79.579;4.368;3.875;0.000676;6,87E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\landscape-with-cattle-1917.png;936;1.147;0.3987;0.1504;0.01996;0.5783;0.0;0.2161;0.2161;0.2161;0.05925;-3,76E-03;7.13e-06;0.0;0.0;0.0008475;1.454;1.454;1.454;0.3987;2,53E-02;4,80E-02;0.0;0.0;0.005702;96.147;77.983;-0.002;-0.3899;63.394;0.9023;0.8379;0.8369;-3.013;-1.15;-0.8245;0.005149;0.9544;1.712;0.0601;0.4408;0.003181;45.88;4.414;3.555;0.0007404;1,60E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\october-morning-1920.png;891;1.279;0.7851;0.4369;0.05489;1.553;0.0;0.9012;0.9012;0.9012;0.2471;-1,57E-02;2,97E-02;0.0;0.0;0.003534;2.864;2.864;2.864;0.7851;4,99E-02;9,45E-02;0.0;0.0;0.01123;82.488;50.276;-0.124;-0.2187;46.958;0.7759;0.7179;0.7141;-2.964;-1.348;-1.428;0.006191;0.958;2.285;0.07318;0.4317;0.002467;64.657;4.382;4.092;0.0006975;3,53E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\the-birthday-present-1923.png;872;1.344;1.822;1.162;0.1667;4.626;0.0;4.091;4.091;4.091;1.162;-7,38E-02;0.0001399;0.0;0.0;0.01604;6.402;6.402;6.402;1.822;0.0001157;0.0002192;0.0;0.0;0.02511;54.724;20.575;-0.086;-0.05645;19.313;0.6228;0.5672;0.5261;-3.029;-1.351;-1.46;0.00331;0.97;2.098;0.5106;0.7423;0.001869;89.083;4.201;4.23;0.0005884;1,00E-02;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\algernon-talmage\the-sketchers-1930.png;911;1.217;0.9552;0.4039;0.06619;1.903;0.0;0.8791;0.8791;0.8791;0.2487;-1,58E-02;2,99E-02;0.0;0.0;0.003447;3.372;3.372;3.372;0.9552;6,07E-02;0.000115;0.0;0.0;0.01322;86.923;43.996;0.064;-0.2105;41.929;0.7468;0.6654;0.6619;-2.968;-1.302;-1.388;0.005893;0.9843;2.278;0.07063;0.3803;0.002746;62.372;4.364;3.876;0.0007012;4,57E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\anders-zorn\a-portrait-of-a-christian-de-falbe.png;862;0.724;1.613;0.935;0.1005;2.782;0.0;2.873;2.873;2.873;0.8164;-5,18E-02;9,83E-02;0.0;0.0;0.01127;5.662;5.662;5.662;1.613;0.0001024;0.0001941;0.0;0.0;0.0222;63.325;27.051;0.1105;0.078;40.735;0.6302;0.7042;0.6501;-3.084;-1.353;-1.463;0.00155;0.8757;2.175;0.2893;0.4343;0.002254;82.82;4.467;4.032;0.000652;8.77e-06;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\anna-ancher\1905_9223372032559822572.png;923;1.182;1.576;1.122;0.1662;4.651;0.0;2.868;2.868;2.868;0.8166;-5,19E-02;9,83E-02;0.0;0.0;0.01125;5.492;5.492;5.492;1.576;0.0001;0.0001896;0.0;0.0;0.02154;59.256;17.735;0.002;-0.08865;26.642;0.6377;0.5746;0.5632;-2.934;-1.324;-1.384;0.003217;1.014;2.318;0.3251;0.7118;0.001907;85.757;4.206;4.37;0.0005866;8.51e-06;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\anna-ancher\1909_9223372032559822568.png;849;1.433;2.128;0.9802;0.1599;4.263;0.0;6.261;6.261;6.261;1.801;-0.0001143;0.0002167;0.0;0.0;0.02455;7.397;7.397;7.397;2.128;0.0001351;0.0002561;0.0;0.0;0.02901;40.628;16.982;0.038;-0.07593;21.806;0.5944;0.5766;0.5595;-3.093;-1.359;-1.473;0.0022;0.889;2.114;0.4521;0.7329;0.001894;91.11;4.418;4.229;0.0005959;1,05E-02;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\anna-ancher\1913_9223372032559822513.png;913;0.826;1.563;0.8111;0.08204;2.292;0.0;2.363;2.363;2.363;0.6825;-4,33E-02;8,21E-02;0.0;0.0;0.009266;5.377;5.377;5.377;1.563;9,92E-02;0.0001881;0.0;0.0;0.02109;67.867;31.518;0.05932;-0.146;48.319;0.6397;0.6385;0.6091;-2.995;-1.354;-1.411;0.002421;0.9323;2.245;0.248;0.3677;0.002112;81.326;4.505;4.123;0.0006818;5,92E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\anna-ancher\unknown-year_9223372032559822787.png;882;0.764;1.921;0.8449;0.1155;3.282;0.0;4.086;4.086;4.086;1.175;-7,46E-02;0.0001414;0.0;0.0;0.01602;6.678;6.678;6.678;1.921;0.000122;0.0002312;0.0;0.0;0.02619;62.245;15.699;-0.02618;-0.074;45.358;0.7375;0.6135;0.5939;-3.09;-1.348;-1.45;0.002629;0.8529;2.201;0.2956;0.4158;0.002271;80.254;4.115;3.984;0.0006461;8.12e-06;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\anna-ancher\unknown-year_9223372032559822788.png;888;1.289;2.117;0.9732;0.05587;1.589;0.0;6.059;6.059;6.059;1.743;-0.0001107;0.0002098;0.0;0.0;0.02376;7.36;7.36;7.36;2.117;0.0001344;0.0002548;0.0;0.0;0.02886;34.908;45.893;-0.198;-0.116;34.274;0.6605;0.718;0.6681;-3.074;-1.382;-1.463;0.001122;0.7884;2.189;0.1747;0.385;0.002753;85.47;4.207;3.27;0.0007082;6.34e-06;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\camille-pissarro\1886_208543.png;915;0.83;1.968;0.9798;0.1048;2.948;0.0;3.552;3.552;3.552;1.043;-6.62e-05;0.0001255;0.0;0.0;0.01393;6.694;6.694;6.694;1.968;0.000125;0.0002369;0.0;0.0;0.02625;67.316;59.017;0.0253;-0.294;46.684;0.7401;0.5731;0.5547;-3.086;-1.369;-1.486;0.00202;0.8868;2.056;0.1637;0.3655;0.002364;80.925;4.4;4.265;0.0006634;7,97E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\camille-pissarro\1887_208544.png;867;0.734;1.678;0.796;0.1458;3.682;0.0;2.538;2.538;2.538;0.7381;-4,69E-02;8,88E-02;0.0;0.0;0.009952;5.761;5.761;5.761;1.678;0.0001065;0.0002019;0.0;0.0;0.02259;69.855;54.671;-0.1567;-0.224;54.692;0.6627;0.513;0.4909;-3.027;-1.346;-1.43;0.001999;0.985;2.438;0.06469;0.3521;0.002397;75.156;4.534;4.044;0.0006463;7,91E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\camille-pissarro\1889_208183.png;896;1.263;2.207;0.9439;0.0851;2.224;0.0;4.443;4.443;4.443;1.32;-8.38e-05;0.0001589;0.0;0.0;0.01742;7.425;7.425;7.425;2.207;0.0001401;0.0002656;0.0;0.0;0.02912;53.031;67.12;-0.192;-0.2753;48.749;0.6157;0.6742;0.6038;-2.988;-1.342;-1.432;0.002483;0.9307;2.353;0.2635;0.3638;0.002131;77.103;4.348;4.249;0.0006968;6,26E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\camille-pissarro\1889_208541.png;906;1.232;2.386;1.391;0.1209;3.259;0.0;7.004;7.004;7.004;2.063;-0.000131;0.0002482;0.0;0.0;0.02747;8.087;8.087;8.087;2.386;0.0001515;0.0002871;0.0;0.0;0.03171;35.942;25.279;0.014;-0.1256;22.037;0.5725;0.5648;0.5517;-3.018;-1.318;-1.422;0.001436;0.8436;2.178;0.2922;0.5195;0.002131;92.142;4.446;4.16;0.0006481;9,57E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\camille-pissarro\shepherdess-and-sheep-1887.png;916;0.832;2.228;1.224;0.1464;4.079;0.0;5.208;5.208;5.208;1.53;-9,72E-02;0.0001842;0.0;0.0;0.02043;7.57;7.57;7.57;2.228;0.0001415;0.0002682;0.0;0.0;0.02969;50.998;24.02;-0.08173;-0.088;31.134;0.5426;0.5479;0.5394;-3.004;-1.35;-1.426;0.001937;0.8749;2.187;0.2781;0.4776;0.001985;86.245;4.444;4.257;0.0006258;1,03E-02;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\clarence-gagnon\clearing-weather-beaupr-1903.png;835;1.493;1.238;0.3425;0.07336;1.748;0.0;1.085;1.085;1.085;0.3233;-2,05E-02;3.89e-05;0.0;0.0;0.004256;4.156;4.156;4.156;1.238;7,86E-02;0.000149;0.0;0.0;0.0163;87.577;60.605;0.118;-0.2791;67.758;0.7339;0.6689;0.6692;-2.875;-1.309;-1.36;0.01027;0.9613;2.386;0.05034;0.3652;0.002922;53.471;4.298;3.845;0.0007202;3,88E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1862_212791.png;854;0.708;0.6366;0.9117;0.02767;0.8093;0.0;0.9726;0.9726;0.9726;0.2676;-1,70E-02;3,22E-02;0.0;0.0;0.003814;2.305;2.305;2.305;0.6366;4,04E-02;7,66E-02;0.0;0.0;0.00904;94.88;55.962;0.07345;-0.27;48.635;0.8563;0.8366;0.8244;-3.087;-1.376;-1.461;0.002055;0.8942;2.176;0.1903;0.4339;0.002406;38.457;4.236;3.873;0.0007154;1,76E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1863_211711.png;880;1.316;0.5332;0.2704;0.04297;1.089;0.0;0.3361;0.3361;0.3361;0.09361;-5,94E-03;1,13E-02;0.0;0.0;0.001318;1.903;1.903;1.903;0.5332;3,39E-02;6,42E-02;0.0;0.0;0.007464;94.919;63.044;0.036;-0.3132;31.884;0.8427;0.7617;0.76;-2.939;-1.354;-1.379;0.006567;0.9917;2.531;0.07033;0.3872;0.002251;57.315;4.436;4.158;0.0007156;2,61E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1863_212386.png;832;1.506;0.3739;0.4056;0.0109;0.3551;0.0;0.4048;0.4048;0.4048;0.111;-7,05E-03;1,34E-02;0.0;0.0;0.001588;1.364;1.364;1.364;0.3739;2,37E-02;4.5e-05;0.0;0.0;0.005349;87.66;17.098;0.014;0.08434;60.147;0.9716;0.9651;0.9575;-3.083;-1.324;-1.438;0.008525;0.6762;2.045;0.1257;0.6125;0.003637;56.765;3.558;2.876;0.0007478;7.98e-07;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1864_212770.png;955;1.099;0.4665;0.09905;0.03059;0.847;0.0;0.18;0.18;0.18;0.05171;-3,28E-03;6,22E-03;0.0;0.0;0.0007058;1.623;1.623;1.623;0.4665;2,96E-02;5,61E-02;0.0;0.0;0.006364;97.338;44.581;0.03;-0.2209;60.457;0.8604;0.7854;0.7921;-3.001;-1.292;-1.402;0.008028;0.9742;2.11;0.07676;0.3908;0.002284;46.38;4.092;3.561;0.0007408;1,69E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1865_212075.png;939;0.878;1.784;0.815;0.0852;2.509;0.0;3.323;3.323;3.323;0.9553;-6,07E-02;0.000115;0.0;0.0;0.01303;6.202;6.202;6.202;1.784;0.0001133;0.0002147;0.0;0.0;0.02432;65.754;17.867;0.07403;-0.05;47.386;0.6573;0.693;0.6361;-3.077;-1.346;-1.46;0.001201;0.8037;2.108;0.279;0.3791;0.002004;77.324;4.499;4.035;0.0006627;7,90E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1865_212843.png;790;0.5832;1.597;0.7943;0.1209;3.052;0.0;2.591;2.591;2.591;0.7415;-4,71E-02;8,92E-02;0.0;0.0;0.01016;5.574;5.574;5.574;1.597;0.0001014;0.0001922;0.0;0.0;0.02186;72.534;12.455;-0.04296;-0.04509;46.656;0.7384;0.6665;0.6604;-3.105;-1.335;-1.424;0.003291;0.9202;2.282;0.2171;0.3862;0.002384;77.843;3.967;3.923;0.0006578;6,59E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1866_211714.png;899;1.253;0.723;0.1889;0.02889;0.8107;0.0;0.4337;0.4337;0.4337;0.1248;-7,92E-03;1,50E-02;0.0;0.0;0.001701;2.513;2.513;2.513;0.723;4.59e-05;8,70E-02;0.0;0.0;0.009856;94.562;85.796;-0.356;-0.2393;76.695;0.7867;0.7848;0.7904;-3.051;-1.438;-1.336;0.002665;0.8503;1.971;0.0;0.3884;0.003567;47.024;4.472;3.679;0.0007414;2,68E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1867_211945.png;878;1.323;0.8799;0.5116;0.1197;2.696;0.0;0.8324;0.8324;0.8324;0.2351;-1,49E-02;2,83E-02;0.0;0.0;0.003265;3.094;3.094;3.094;0.8799;5,59E-02;0.0001059;0.0;0.0;0.01213;87.795;51.771;-0.034;-0.2566;40.182;0.7001;0.6324;0.5951;-2.917;-1.326;-1.421;0.00369;1.164;2.413;0.2479;0.4229;0.001753;67.372;4.494;4.434;0.0006503;4,98E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1868_211916.png;897;0.794;0.4573;0.7676;0.02643;0.7368;0.0;0.8965;0.8965;0.8965;0.2458;-1.56e-05;2,96E-02;0.0;0.0;0.003516;1.668;1.668;1.668;0.4573;2,90E-02;5,50E-02;0.0;0.0;0.006541;67.322;5.989;-0.02393;0.018;44.5;0.9097;0.8821;0.8813;-3.147;-1.341;-1.441;0.003006;0.8371;2.174;0.2077;0.6197;0.002593;76.716;3.823;3.719;0.0007177;1,48E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1868_211923.png;907;0.814;0.5045;0.8862;0.03834;1.033;0.0;1.216;1.216;1.216;0.3335;-2,12E-02;4,01E-02;0.0;0.0;0.00477;1.84;1.84;1.84;0.5045;3,20E-02;6,07E-02;0.0;0.0;0.007216;54.45;8.686;-0.01106;-0.042;34.801;0.8624;0.8437;0.837;-3.139;-1.347;-1.461;0.001892;0.8798;2.169;0.3686;0.7951;0.001938;86.314;4.077;4.182;0.0006823;1,99E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1869_211760.png;899;1.248;0.7997;1.017;0.08;2.135;0.0;1.51;1.51;1.51;0.4191;-2,66E-02;5,04E-02;0.0;0.0;0.005921;2.826;2.826;2.826;0.7997;5,08E-02;9,62E-02;0.0;0.0;0.01108;47.416;40.203;0.1032;-0.1725;26.416;0.7894;0.7037;0.6883;-2.935;-1.362;-1.47;0.00821;0.9504;2.091;0.2309;0.4263;0.002232;85.37;4.286;4.191;0.0006684;3.97e-06;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\impressionism\claude-monet\1872_212045.png;914;1.208;1.321;0.6482;0.08605;2.291;0.0;1.711;1.711;1.711;0.487;-3,09E-02;5,86E-02;0.0;0.0;0.006708;4.633;4.633;4.633;1.321;8,39E-02;0.0001589;0.0;0.0;0.01817;77.435;24.611;0.116;0.04106;56.346;0.646;0.6964;0.6406;-2.92;-1.31;-1.371;0.002518;0.9336;2.173;0.1829;0.3761;0.002112;68.449;4.487;4.07;0.0006816;4,88E-03;
