img_file,Image size (pixels),Aspect ratio,RMS contrast,Luminance entropy,Complexity,Edge density,Color entropy,mean R channel,mean G channel,mean B channel (RGB),mean L channel,mean a channel,mean b channel (Lab),mean H channel,mean S channel,mean V channel,std R channel,std G channel,std B channel,std L channel,std a channel,std b channel (Lab),std H channel,std S channel,std V channel,Mirror symmetry,DCM distance,DCM x position,DCM y position,Balance,CNN symmetry left-right,CNN symmetry up-down,CNN symmetry left-right & up-down,Slope Redies,Slope Spehar,Slope Mather,Fourier sigma,2D Fractal dimension,3D Fractal dimension,Self-similarity (PHOG),Self-similarity (CNN),Anisotropy,Homogeneity,1st-order EOE,2nd-order EOE,Sparseness,Variability,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_john-singer-sargent_san-vigilio-a-boat-with-golden-sail-1913.jpg,3122,1.259,26.33,7.867,10.3,123.165,6.582,114.315,96.404,79.444,41.005,5.263,11.959,0.05025,0.3562,0.4628,71.063,64.91,54.748,26.33,7.119,15.944,0.1868,0.1807,0.2787,49.932,15.883,-0.06954,0.03835,18.026,0.472,0.4813,0.4767,-2.725,-1.459,-1.079,0.00805,1.572,2.575,0.7774,0.8368,0.0002264,93.766,4.376,4.48,0.000128,1.481e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_john-singer-sargent_self-portrait-1892.jpg,3075,0.8163,19.969,7.497,4.454,65.863,5.78,92.752,86.607,57.8,35.91,-2.248,17.225,0.1682,0.3597,0.373,56.851,47.797,35.938,19.969,6.89,11.407,0.08838,0.149,0.2196,65.843,1.791,-0.005065,-0.007383,8.146,0.4097,0.445,0.3756,-2.938,-1.82,-1.421,0.03439,1.461,2.474,0.81,0.7726,0.0002707,90.271,4.371,4.22,0.0001385,1.712e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_john-singer-sargent_the-model-1876.jpg,3187,0.7657,24.499,7.777,8.481,109.924,4.69,168.428,132.3,100.38,57.055,10.02,22.725,0.07661,0.4295,0.6607,63.332,63.301,56.152,24.499,7.371,9.113,0.04121,0.1642,0.2483,19.114,18.0,-0.02605,0.08615,6.873,0.5581,0.4928,0.5,-2.806,-1.304,-1.14,0.00811,1.52,2.579,0.8165,0.8313,0.0001517,92.962,4.395,4.46,0.0001493,1.449e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_john-william-waterhouse_saint-cecilia-1895.jpg,3613,1.614,25.657,7.37,6.825,119.189,6.539,80.273,78.956,70.859,32.14,-0.7822,5.251,0.2351,0.2629,0.3365,64.841,62.888,62.109,25.657,6.518,8.8,0.2043,0.1694,0.2533,56.061,5.661,-0.009189,0.02677,17.842,0.5044,0.473,0.465,-2.781,-1.571,-1.347,0.001681,1.475,2.572,0.8141,0.8392,0.0002079,93.316,4.545,4.505,0.0001532,1.501e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_jose-de-almada-negreiros_figurines-for-cunha-taylors-1913.jpg,3833,0.5639,25.786,7.145,13.437,94.584,5.7,184.744,181.648,151.377,72.431,-3.728,15.375,0.1707,0.1986,0.7342,69.454,66.542,53.352,25.786,3.243,10.84,0.1305,0.09917,0.2621,6.381,23.997,0.1122,-0.04264,22.993,0.285,0.4032,0.2411,-2.668,-0.9601,-1.035,0.005222,1.528,2.685,0.5115,0.7524,0.0002678,86.951,4.39,4.329,0.0002391,2.57e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_jose-de-almada-negreiros_revista-contempor-nea-1922.jpg,3343,0.7047,26.153,6.453,3.889,119.279,5.319,192.082,181.506,154.204,73.292,-0.1833,14.936,0.1577,0.2589,0.7801,82.799,66.984,54.507,26.153,8.401,14.982,0.1739,0.1329,0.2851,18.249,3.3,0.01592,0.004335,15.421,0.5694,0.418,0.3757,-2.817,-1.978,-1.473,0.01002,1.186,2.449,0.6147,0.7259,0.0009589,92.276,3.534,4.02,0.0004352,4.204e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_jose-gutierrez-solana_procession-in-toledo.jpg,3233,1.339,16.96,7.27,13.92,84.358,5.188,80.611,54.283,42.467,24.921,9.913,11.463,0.03632,0.4923,0.3163,49.443,37.74,27.926,16.96,6.17,10.193,0.05374,0.1609,0.1937,54.784,8.613,0.005673,0.04269,13.765,0.5496,0.494,0.4875,-2.279,-1.244,-0.7175,0.01028,1.811,2.722,0.8425,0.832,0.0001372,97.588,4.338,4.472,0.0001044,1.306e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_jose-gutierrez-solana_the-coffee-gathering-pombo.jpg,3176,1.298,23.621,6.537,11.328,117.955,5.718,53.536,44.995,28.665,18.527,1.495,10.172,0.09269,0.4635,0.2158,65.936,55.696,32.839,23.621,5.369,16.302,0.2519,0.2388,0.2551,63.844,20.688,-0.02954,0.09913,15.506,0.5127,0.4395,0.4394,-2.315,-1.584,-1.028,0.007096,1.564,2.614,0.7461,0.8487,0.000187,95.283,4.452,4.529,0.0001252,1.511e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_josefa-de-obidos_cesta-com-cerejas-queijos-e-barros.jpg,3732,1.7,16.927,5.195,3.649,46.111,4.131,34.621,27.62,22.261,10.794,2.526,4.453,0.4956,0.2825,0.1436,50.468,38.442,27.333,16.927,8.73,11.488,0.2915,0.2185,0.1947,87.595,14.549,0.06468,-0.03329,23.203,0.3455,0.4496,0.3284,-2.42,-1.819,-1.371,0.0107,1.352,2.581,0.5071,0.7054,0.0003298,70.756,4.516,4.45,0.0001849,1.807e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_josefa-de-obidos_the-annunciation.jpg,3072,0.8178,19.881,7.334,9.197,90.65,5.017,94.518,52.278,35.721,26.063,16.663,17.548,0.03172,0.6096,0.3707,61.267,43.832,26.412,19.881,10.164,13.878,0.03536,0.1182,0.2403,53.478,13.946,0.05427,0.04379,8.094,0.4134,0.4361,0.3616,-2.613,-1.452,-1.145,0.006152,1.52,2.566,0.7898,0.8151,0.0001581,94.183,4.508,4.491,0.0001427,1.676e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_joseph-wright_benjamin-franklin-1782.jpg,3146,0.7824,18.858,6.75,4.474,43.224,5.218,64.753,53.088,49.206,22.642,4.637,4.345,0.06586,0.2873,0.2658,54.669,44.332,38.783,18.858,8.239,7.919,0.2914,0.1793,0.2063,85.622,4.861,0.006155,-0.02351,18.124,0.4901,0.409,0.4134,-2.545,-1.476,-1.118,0.03081,1.435,2.448,0.6902,0.6952,0.0004567,66.366,4.343,4.196,0.0001418,2.252e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_joseph-wright_captain-robert-shore-milnes.jpg,3109,0.8002,16.972,7.18,8.219,93.745,6.151,72.871,58.569,43.932,25.326,4.391,10.593,0.08282,0.3688,0.2955,52.609,38.258,23.449,16.972,7.584,15.433,0.207,0.2244,0.1981,72.01,7.915,-0.02388,-0.03156,14.575,0.5819,0.5526,0.5203,-2.556,-1.631,-1.178,0.005947,1.671,2.56,0.873,0.8411,0.0001636,92.876,4.482,4.507,9.436e-05,9.608e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_joseph-wright_reverend-basil-bury-beridge.jpg,3163,0.776,11.899,5.776,2.084,28.11,3.843,50.399,29.94,34.83,13.654,10.76,0.522,0.9392,0.4392,0.1977,35.409,26.207,18.563,11.899,3.28,6.379,0.04878,0.07295,0.1388,90.946,7.714,0.002894,0.03846,11.348,0.4466,0.4596,0.3953,-3.057,-1.828,-1.658,0.004509,1.445,2.473,0.8673,0.6797,0.0001677,60.656,4.435,4.256,0.0001683,8.321e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_joshua-reynolds_miss-cocks-and-her-niece.jpg,2807,0.9684,24.386,7.475,4.126,76.318,4.891,98.159,79.897,53.644,33.815,3.893,16.896,0.06716,0.3613,0.385,68.251,57.083,30.272,24.386,3.972,15.907,0.06506,0.1703,0.2676,33.946,15.194,-0.0706,-0.02805,12.982,0.45,0.4548,0.436,-2.96,-1.72,-1.389,0.003723,1.237,2.471,0.7134,0.8287,0.0002958,92.832,4.527,4.448,0.0001562,1.437e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_joshua-reynolds_mrs-hale-1766.jpg,3662,0.6061,18.947,7.5,2.668,75.037,6.057,111.797,107.625,84.57,44.649,-2.08,13.044,0.2024,0.2541,0.4566,56.598,45.989,30.561,18.947,4.367,12.721,0.1461,0.136,0.2131,56.245,6.959,0.03184,0.01404,15.888,0.41,0.4531,0.3765,-3.035,-2.007,-1.939,0.001993,1.306,2.406,0.7005,0.8107,0.0002795,88.427,4.353,4.435,0.0001504,1.415e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_joshua-reynolds_mrs-richard-crofts.jpg,2974,0.8681,17.962,7.166,3.359,70.902,5.273,75.352,67.086,55.657,28.135,1.441,7.87,0.0966,0.2158,0.2968,48.615,41.033,32.727,17.962,3.978,7.266,0.07929,0.1417,0.1908,36.958,7.649,0.0369,-0.01005,9.413,0.4436,0.4583,0.4014,-2.791,-1.883,-1.605,0.01251,1.329,2.464,0.7543,0.8079,0.000399,95.227,4.063,4.327,0.0001689,1.323e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_joshua-reynolds_mrs-william-beresford-and-her-son-john-later-lord-decies.jpg,3027,0.8401,20.228,7.444,3.425,69.307,5.103,96.684,76.755,67.463,33.492,7.11,8.563,0.03646,0.3274,0.38,52.034,48.202,41.39,20.228,3.905,6.243,0.06761,0.121,0.204,38.062,3.184,-0.003618,-0.0155,12.395,0.4036,0.4003,0.4144,-2.908,-1.832,-1.527,0.005861,1.301,2.446,0.7805,0.8079,0.0002581,94.757,4.514,4.429,0.0001691,1.497e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_joshua-reynolds_the-puck-1789.jpg,3172,0.7721,27.501,7.513,5.28,95.963,5.608,98.532,75.475,49.16,32.367,6.761,18.473,0.0738,0.539,0.3872,69.199,69.103,50.439,27.501,7.443,13.346,0.05196,0.1609,0.2722,55.727,7.394,-0.009407,0.03575,15.73,0.5197,0.4587,0.462,-2.913,-1.821,-1.472,0.004672,1.345,2.435,0.7352,0.8331,0.0001879,95.634,4.467,4.461,0.0001217,1.395e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_jozsef-rippl-ronai_parisian-interior-1910.jpg,3294,1.384,16.276,7.343,9.249,114.018,6.032,150.551,105.539,83.192,49.306,16.149,20.942,0.0639,0.4926,0.6111,46.888,47.786,42.123,16.276,17.869,16.441,0.1089,0.2068,0.1595,42.59,2.204,0.008891,-0.006512,9.056,0.5086,0.4975,0.5139,-2.469,-1.293,-1.105,0.003264,1.648,2.579,0.7984,0.8291,0.0001412,97.086,4.441,4.542,0.0001338,1.245e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_jozsef-rippl-ronai_woman-in-ink-dress-and-black-collar-1915.jpg,3108,0.8007,27.25,7.531,4.389,50.52,5.319,158.58,129.176,120.688,55.584,10.837,9.66,0.9953,0.2763,0.6236,67.384,71.297,75.707,27.25,10.967,12.082,0.1246,0.2182,0.2659,44.703,17.996,0.08538,-0.02839,15.162,0.3678,0.3853,0.3237,-3.096,-1.346,-1.2,0.03468,1.496,2.464,0.8374,0.731,0.0001717,90.074,4.287,4.05,0.0002867,2.166e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_juan-gris_photograph-of-the-guitar-1918.jpg,3297,0.7217,25.655,7.566,4.743,112.139,5.202,149.416,124.584,78.65,52.619,4.597,27.197,0.113,0.4855,0.5926,70.418,62.961,59.437,25.655,6.345,22.682,0.09674,0.2496,0.2745,16.014,6.622,0.03256,-0.006005,13.607,0.4319,0.4229,0.4135,-2.905,-1.654,-1.48,0.004704,1.33,2.42,0.7824,0.775,0.0003802,95.681,4.316,4.34,0.0001924,2.671e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_juan-gris_still-life-with-checked-tablecloth-1915.jpg,3209,0.7564,24.541,7.859,15.499,138.668,6.622,112.209,104.153,86.636,43.377,0.6604,11.126,0.1394,0.2811,0.4619,65.446,61.01,55.185,24.541,10.476,10.952,0.1352,0.1756,0.2581,38.977,7.662,0.01013,-0.03695,13.784,0.5317,0.4887,0.4814,-2.58,-1.244,-1.116,0.006974,1.675,2.653,0.8903,0.8254,0.0001588,96.688,4.487,4.497,0.0001247,1.72e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_juan-gris_the-coffee-grinder-1916.jpg,3061,0.8231,32.7,7.497,13.231,104.745,5.568,165.953,131.773,114.482,56.157,11.409,14.109,0.0258,0.3783,0.6516,85.088,83.183,70.972,32.7,8.365,13.192,0.09196,0.1875,0.3331,23.734,15.225,0.04703,0.05986,11.808,0.4258,0.4201,0.3986,-2.543,-1.125,-0.9423,0.02081,1.593,2.706,0.7486,0.7947,0.0002181,95.149,3.685,3.98,0.0002032,3.228e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_judy-chicago_evening-fan-1971.jpg,4126,1.986,10.538,6.492,0.6779,38.383,6.803,186.322,197.859,213.488,79.703,0.5392,-8.653,0.625,0.2164,0.8681,47.506,31.49,26.562,10.538,13.07,13.752,0.1788,0.185,0.06015,30.282,5.238,-0.01822,0.01881,20.031,0.5374,0.5709,0.763,-3.139,-1.834,-1.993,0.09045,0.9904,2.12,0.6631,0.6308,0.001074,92.989,3.081,3.048,0.0006765,3.226e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_julio-gonzalez_figure-with-balls-1938.jpg,3221,0.7515,22.126,7.335,5.381,87.422,4.582,123.191,117.085,78.478,48.026,-3.652,21.561,0.1626,0.4453,0.4907,59.206,52.299,37.845,22.126,2.527,9.697,0.1016,0.1781,0.2191,15.188,3.766,-0.01881,0.0008157,10.669,0.4998,0.505,0.4785,-2.695,-1.773,-1.384,0.006806,1.45,2.521,0.7152,0.7998,0.0003389,80.835,4.069,4.184,0.0001518,1.675e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_julius-leblanc-stewart_forest-glade-santa-barbara-1918(1).jpg,3172,0.7721,20.336,7.687,6.762,92.703,6.26,100.741,109.296,84.915,44.029,-7.826,12.51,0.2365,0.2552,0.4338,51.96,50.58,47.675,20.336,5.305,8.55,0.0892,0.1144,0.203,45.599,5.696,0.02171,0.01844,14.618,0.5915,0.5784,0.5517,-2.421,-1.831,-1.409,0.004578,1.514,2.59,0.8446,0.8507,0.0001425,91.645,4.49,4.528,0.00011,8.042e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_julius-leblanc-stewart_rio-della-maddalena-1908(1).jpg,3059,0.8241,23.295,7.764,5.473,106.315,5.17,168.747,141.693,110.013,59.795,6.104,20.692,0.08685,0.3627,0.6624,60.292,60.781,55.198,23.295,5.443,11.435,0.07038,0.1475,0.2371,26.67,19.248,0.01013,-0.09571,18.144,0.5174,0.4754,0.4657,-2.669,-1.884,-1.528,0.001938,1.373,2.502,0.7326,0.833,0.0003762,95.521,4.18,4.447,0.0001684,1.614e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_julius-leblanc-stewart_spanish-girl-1875(1).jpg,3488,0.6562,22.455,6.979,3.586,79.057,5.294,91.721,59.301,46.874,27.518,13.185,13.163,0.0284,0.5429,0.3599,56.505,56.598,38.429,22.455,7.231,10.562,0.05018,0.1321,0.2217,64.177,6.297,-0.01954,-0.02469,18.959,0.4254,0.4438,0.4351,-2.761,-2.094,-1.919,0.002264,1.303,2.451,0.6985,0.8059,0.0002779,89.159,4.55,4.466,0.0001857,1.547e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_jury-annenkov_portrait-of-zinoviev-1926.jpg,3196,0.7619,13.667,6.167,5.558,48.028,3.329,207.136,195.008,174.963,79.028,0.9888,11.671,0.1044,0.1629,0.8123,35.295,37.184,36.875,13.667,1.406,2.197,0.01275,0.05235,0.1384,9.054,12.157,-0.04124,0.04465,12.687,0.4535,0.4707,0.4029,-2.082,-1.699,-1.125,0.02086,1.398,2.699,0.6729,0.7942,0.0001949,84.314,4.479,4.454,0.0002332,1.768e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_jusepe-de-ribera_jacob-s-dream-1639.jpg,3190,1.308,24.016,7.575,4.815,54.637,4.834,82.196,74.545,60.013,30.772,0.7925,8.949,0.07586,0.2349,0.3263,64.364,56.727,39.091,24.016,2.171,11.65,0.2046,0.1335,0.2487,46.847,23.878,-0.05697,0.1049,24.864,0.4352,0.4291,0.3922,-2.969,-1.422,-1.257,0.01236,1.443,2.589,0.7501,0.7894,0.0001748,88.388,4.444,4.439,0.0001408,1.343e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_jusepe-de-ribera_saint-elias-1638.jpg,3903,0.5482,28.333,7.349,3.365,112.384,5.334,164.657,148.973,141.973,61.64,5.288,6.296,0.04443,0.182,0.6468,67.762,74.853,75.835,28.333,6.453,6.434,0.08258,0.1708,0.2658,23.527,5.521,-0.001447,-0.02757,18.952,0.4151,0.3985,0.4686,-3.237,-1.89,-1.697,0.01016,1.372,2.433,0.7545,0.7978,0.0003612,98.703,4.528,4.308,0.0002865,1.753e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_jusepe-de-ribera_the-assumption-of-mary-magdalene-1636.jpg,3268,0.7328,19.056,7.576,5.568,105.972,5.513,148.853,115.255,98.239,50.994,11.24,14.901,0.05746,0.3485,0.5846,48.008,50.469,42.883,19.056,10.032,8.122,0.06142,0.1734,0.188,25.452,8.495,0.002171,0.04242,8.001,0.5502,0.4324,0.4433,-2.842,-1.871,-1.586,0.001612,1.445,2.552,0.8272,0.8274,0.0001686,98.503,4.47,4.498,0.000138,1.299e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_karl-bodmer_inside-front-cover-left.jpg,3413,0.6805,19.268,6.067,6.571,107.413,5.349,227.529,209.303,174.965,84.436,2.594,19.975,0.1747,0.272,0.8994,41.105,55.025,76.232,19.268,7.472,19.544,0.1562,0.2692,0.1635,4.489,9.406,-0.04559,0.01157,15.274,0.366,0.3673,0.3545,-2.351,-1.802,-1.395,0.01083,1.571,2.67,0.6374,0.7622,0.000547,97.612,4.267,4.304,0.0003005,2.588e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_karl-bodmer_offering-of-the-mandan-indians-plate-14-from-volume-1-of-travels-in-the-interior-of-north-1843.jpg,3228,1.336,24.756,6.939,3.278,58.369,4.846,189.1,186.875,169.449,74.641,-2.178,9.183,0.1648,0.1438,0.7483,64.219,63.618,61.802,24.756,2.349,4.094,0.08409,0.1209,0.2482,14.036,17.093,0.0195,-0.08321,21.246,0.5656,0.401,0.3838,-2.754,-1.595,-1.389,0.002414,1.174,2.533,0.4913,0.7322,0.000266,79.919,4.429,4.333,0.0004813,1.613e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_karl-bryullov_portrait-of-the-italian-singer-fanny-persiani-tacinardi.jpg,3061,0.8231,15.656,6.795,3.455,49.734,4.302,73.424,55.937,44.105,24.446,5.997,9.897,0.05136,0.3703,0.288,42.799,36.203,24.799,15.656,3.263,9.015,0.03178,0.1135,0.1678,66.993,4.646,0.0152,-0.01757,14.27,0.488,0.4234,0.3894,-3.087,-1.649,-1.505,0.002604,1.347,2.424,0.8181,0.7681,0.0002004,88.303,4.508,4.354,0.0001578,1.793e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_karl-bryullov_portrait-of-the-shishmariov-sisters.jpg,3221,0.7515,24.153,7.435,7.479,101.405,6.411,95.202,83.048,70.288,35.044,3.346,9.267,0.104,0.383,0.3905,61.757,58.126,54.711,24.153,8.676,12.001,0.1499,0.1822,0.2508,38.099,15.93,-0.07959,-0.002991,14.044,0.446,0.3932,0.3895,-2.604,-1.467,-1.226,0.001574,1.461,2.517,0.7407,0.84,0.000214,95.55,4.524,4.495,0.0001531,1.93e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_karl-bryullov_portrait-of-ye-i-ton-1840.jpg,3094,0.8072,32.3,6.576,5.385,58.383,4.712,126.932,97.754,90.868,42.782,11.784,9.626,0.01112,0.341,0.5019,79.426,85.294,84.956,32.3,13.303,12.564,0.1721,0.2259,0.3176,70.566,3.059,-0.0152,-0.001752,12.476,0.5457,0.5365,0.5034,-2.962,-1.1,-0.8832,0.006718,1.416,2.555,0.7291,0.6428,0.0005984,91.045,4.53,3.609,0.0003992,4.806e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_karl-bryullov_profile-of-glinka-1847.jpg,2974,0.8681,13.382,7.3,6.387,34.207,4.059,111.048,75.734,49.177,35.088,11.586,21.231,0.06864,0.5188,0.4355,42.545,28.106,14.665,13.382,5.766,10.301,0.01823,0.1267,0.1668,18.479,8.502,0.009407,-0.04146,11.675,0.5503,0.5378,0.5177,-2.395,-1.111,-0.856,0.04755,1.656,2.649,0.923,0.7909,0.0001103,96.666,4.532,4.42,0.0001798,1.198e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_karl-bryullov_the-last-day-of-pompeii-1833.jpg,3351,1.425,20.639,7.476,7.999,98.711,6.062,90.374,60.858,45.996,28.103,10.965,13.736,0.01947,0.4986,0.3556,56.321,49.666,31.254,20.639,10.525,14.083,0.09392,0.1451,0.2206,49.613,6.434,0.01244,-0.02967,12.973,0.5206,0.4106,0.4043,-2.519,-1.391,-1.18,0.002152,1.573,2.584,0.7175,0.846,0.0001626,96.01,4.568,4.538,0.0001416,1.272e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_karl-schrag_tree-in-flowing-moonlight-1975.jpg,3126,1.262,12.397,7.037,3.814,98.483,6.473,132.211,148.252,112.647,59.14,-11.918,16.917,0.2506,0.2694,0.5887,28.059,34.635,29.277,12.397,6.962,10.321,0.1035,0.08125,0.1326,31.053,2.069,-0.01032,-0.0007236,6.874,0.5879,0.5819,0.5635,-2.79,-1.966,-1.775,0.008276,1.454,2.471,0.8572,0.837,0.0002692,99.336,4.471,4.522,0.0001259,1.028e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_kateryna-bilokur_bouquet-of-flowers-1954.jpg,3185,0.7665,13.544,7.115,9.518,98.86,6.977,125.386,145.414,125.259,58.613,-9.599,8.888,0.3956,0.3413,0.6155,48.293,36.484,44.258,13.544,16.186,19.042,0.1897,0.1604,0.1595,23.732,5.267,-0.01375,-0.02246,11.436,0.5526,0.5662,0.5276,-2.212,-1.519,-1.307,0.003448,1.718,2.683,0.8228,0.8304,0.0001047,97.347,4.553,4.557,0.0001355,9.827e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_kateryna-bilokur_flowers-on-the-blue-background-1943.jpg,3429,0.6751,19.073,7.511,12.015,118.843,6.536,103.497,122.541,140.559,50.822,2.186,-12.0518,0.5691,0.4798,0.6203,69.587,49.13,42.517,19.073,10.16,26.752,0.2,0.2746,0.1532,34.477,1.713,0.002894,0.008061,11.591,0.576,0.5472,0.5245,-2.146,-1.44,-1.17,0.001695,1.673,2.715,0.8291,0.848,0.0001409,98.943,4.571,4.556,0.0001071,1.096e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_kathe-kollwitz_not_detected_235973.jpg,3351,1.425,32.748,6.832,19.905,181.967,4.579,73.77,82.521,83.641,32.107,-3.047,-2.178,0.4964,0.3204,0.3373,85.968,81.608,77.655,32.748,1.847,4.134,0.1423,0.2246,0.317,63.662,10.397,0.02362,-0.04631,14.218,0.5204,0.4772,0.44,-1.853,-1.304,-0.9533,0.003018,1.593,2.693,0.6678,0.8537,0.000538,92.979,4.26,4.415,0.0001647,1.578e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_kathe-kollwitz_not_detected_235990.jpg,2848,0.9427,34.62,6.735,14.605,132.023,4.471,77.601,85.489,87.607,33.214,-2.313,-2.884,0.524,0.3667,0.3574,92.148,86.04,79.363,34.62,1.783,5.24,0.1704,0.2342,0.3332,65.183,18.082,0.01375,0.08936,11.611,0.5445,0.412,0.4099,-2.436,-1.146,-0.9539,0.009937,1.424,2.599,0.7494,0.8204,0.00028,91.19,4.33,4.299,0.0001734,2.465e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_katsushika-hokusai_crossbill-and-thistle.jpg,3200,0.7602,19.796,7.352,7.9,101.126,6.309,148.0,147.259,151.226,60.689,1.727,-2.01,0.6167,0.1586,0.6288,54.238,50.494,48.121,19.796,6.356,9.905,0.2553,0.1704,0.1789,12.775,9.982,-0.01592,0.0473,8.311,0.4696,0.4629,0.4129,-2.508,-1.697,-1.019,0.01577,1.534,2.625,0.7017,0.8288,0.0003035,94.239,4.272,4.434,0.0001769,2.238e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_katsushika-hokusai_illustration-from-the-hundred-poems-series.jpg,3347,1.422,20.635,7.29,9.377,94.691,6.001,137.609,133.553,117.272,55.055,-1.086,9.347,0.1667,0.2231,0.5635,58.757,53.054,48.79,20.635,5.652,8.536,0.1664,0.1056,0.2142,55.62,6.802,-0.0002545,0.03401,15.027,0.5042,0.4522,0.443,-2.579,-1.496,-0.8833,0.009207,1.645,2.614,0.7178,0.8551,0.0002657,93.101,4.251,4.374,0.0001499,1.81e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_katsushika-hokusai_street-scenes-newly-pubished-12.jpg,3444,1.492,15.699,6.746,10.162,112.05,4.877,184.93,168.016,138.819,69.323,1.809,17.513,0.1181,0.267,0.7295,41.217,42.067,38.351,15.699,7.019,6.121,0.06059,0.1244,0.1533,7.954,4.643,0.01455,0.01809,14.325,0.5582,0.5321,0.507,-1.807,-1.758,-1.152,0.002625,1.591,2.634,0.7496,0.854,0.0002638,94.606,4.487,4.539,0.0001378,1.459e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_katsushika-hokusai_yama-uba.jpg,3240,1.344,22.288,7.752,11.029,121.106,5.921,155.17,149.81,140.171,61.382,0.3644,5.762,0.1146,0.1227,0.6129,57.799,57.218,55.44,22.288,2.356,5.836,0.136,0.09548,0.2238,20.865,17.182,-0.04144,-0.07525,13.026,0.5187,0.4821,0.4774,-2.137,-1.594,-1.138,0.001868,1.597,2.762,0.7516,0.8558,0.00023,96.876,4.197,4.41,0.0001367,1.157e-05,
