img_file,Image size (pixels),Aspect ratio,RMS contrast,Luminance entropy,Complexity,Edge density,Color entropy,mean R channel,mean G channel,mean B channel (RGB),mean L channel,mean a channel,mean b channel (Lab),mean H channel,mean S channel,mean V channel,std R channel,std G channel,std B channel,std L channel,std a channel,std b channel (Lab),std H channel,std S channel,std V channel,Mirror symmetry,DCM distance,DCM x position,DCM y position,Balance,CNN symmetry left-right,CNN symmetry up-down,CNN symmetry left-right & up-down,Slope Redies,Slope Spehar,Slope Mather,Fourier sigma,2D Fractal dimension,3D Fractal dimension,Self-similarity (PHOG),Self-similarity (CNN),Anisotropy,Homogeneity,1st-order EOE,2nd-order EOE,Sparseness,Variability,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\1285291e_0dd1_4982_a242_8cd48ac22aac.jpg,1216,0.7273,36.106,6.189,11.492,158.836,4.224,138.69,123.383,99.317,50.422,1.825,14.265,0.06129,0.3437,0.5451,96.999,87.826,69.593,36.106,1.384,11.156,0.1207,0.1951,0.3788,25.378,2.946,-0.003906,0.0142,10.04,0.6832,0.3598,0.3469,-2.763,-1.365,-1.434,0.002789,1.349,2.464,0.6483,0.7549,0.0006159,94.986,4.523,4.328,0.0002611,2.933e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\12a11920_6457_4d99_b687_1e620f951021.jpg,1152,1.25,13.777,6.865,4.912,60.415,5.988,126.231,100.078,118.155,45.903,14.863,-6.604,0.8775,0.3259,0.5249,30.808,41.598,33.819,13.777,15.315,24.999,0.1078,0.291,0.1083,14.472,1.915,0.009375,-0.001953,8.822,0.4469,0.4069,0.4413,-2.898,-1.586,-1.375,0.01649,1.371,2.433,0.5465,0.7099,0.0004581,98.548,4.386,4.454,0.0002242,1.691e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\12e063bb_2bfd_45da_81ec_c3d93e513eb0.jpg,1024,1.0,27.181,7.858,13.277,151.78,6.757,104.088,95.195,99.984,41.351,6.572,0.4514,0.7884,0.4262,0.4887,77.663,68.901,70.56,27.181,16.456,17.793,0.2747,0.3127,0.2856,37.135,9.018,0.003906,0.04492,5.245,0.5048,0.4014,0.3948,-2.749,-1.406,-1.252,0.0411,1.438,2.536,0.6934,0.7994,0.0005522,95.561,4.416,4.504,0.0002096,2.674e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\12e78667_ecc0_4411_89a9_e9f2db8e86e9.jpg,1216,0.7273,22.574,7.644,15.198,124.155,5.157,116.178,84.876,45.896,37.821,8.563,26.324,0.07845,0.6546,0.4557,56.685,56.436,37.735,22.574,9.043,15.16,0.04753,0.1887,0.2222,29.933,4.053,0.003906,-0.01989,12.402,0.6086,0.5362,0.5418,-2.299,-1.124,-1.128,0.004238,1.593,2.65,0.6985,0.8631,0.0004239,97.814,4.559,4.531,0.0002195,1.711e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\12e8a0c6_abe4_4ea8_8b66_aa54fdda6674.jpg,1344,1.625,22.512,7.718,14.28,124.175,6.721,103.85,78.807,71.648,35.524,9.868,8.344,0.9199,0.3699,0.4232,64.771,54.042,48.708,22.512,15.55,16.75,0.2453,0.2583,0.255,35.807,9.427,-0.04447,0.01562,15.413,0.5262,0.5346,0.4994,-2.391,-1.199,-1.106,0.005027,1.573,2.663,0.6669,0.8293,0.0002415,96.765,4.38,4.488,0.000151,1.776e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\12e93ddb_03b8_4dab_8bd1_1dc0bc05cd77.jpg,1280,0.6667,19.207,7.391,6.132,65.934,4.249,110.864,70.255,33.637,33.097,14.015,27.627,0.07471,0.7235,0.4348,51.886,46.324,33.294,19.207,6.864,12.638,0.02027,0.1546,0.2035,42.513,7.981,0.0332,-0.02214,20.307,0.4606,0.3972,0.3542,-2.641,-1.304,-1.24,0.004124,1.357,2.442,0.6736,0.8106,0.0004632,96.306,4.212,4.382,0.0002606,2.26e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\12fba07c_c69a_48d2_8d02_32aa19bd0989.jpg,1216,1.375,21.909,7.61,4.79,84.3,5.927,121.8,108.664,137.44,47.438,11.62,-13.9728,0.7087,0.3057,0.5405,45.035,58.909,45.507,21.909,10.317,7.86,0.09681,0.2605,0.1796,17.956,4.704,0.01562,0.01758,11.932,0.5228,0.3998,0.3732,-2.906,-1.592,-1.455,0.006591,1.118,2.328,0.5179,0.8018,0.000905,99.115,4.119,4.411,0.0004674,2.125e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\131358d0_a065_4508_80f3_fc83ea8e9fa6.jpg,1280,1.5,30.716,7.671,8.241,89.775,4.784,128.948,133.401,127.016,53.652,-1.77,3.633,0.2779,0.2497,0.5518,63.454,81.226,84.615,30.716,7.509,6.564,0.2547,0.2139,0.2944,34.819,12.347,0.02865,0.05469,18.088,0.3881,0.3376,0.3342,-2.997,-1.468,-1.421,0.008021,1.138,2.486,0.6481,0.7684,0.0007681,94.296,4.505,4.265,0.000451,3.334e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\131530a2_98b8_42eb_91b3_cc1044384462.jpg,1536,1.0,21.564,7.281,7.352,85.227,6.121,92.175,74.021,66.781,32.249,7.275,6.91,0.02109,0.3583,0.3647,47.097,56.452,39.142,21.564,8.544,8.584,0.09608,0.1183,0.1916,60.999,2.681,-0.01172,-0.00651,3.563,0.4609,0.4518,0.4424,-2.753,-1.28,-1.366,0.0052,1.411,2.462,0.7704,0.8306,0.0002941,94.344,4.453,4.502,0.0001476,1.69e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13248e2b_4b00_4f7c_a2d9_75a7c3b289a5.jpg,1280,0.6667,17.679,7.431,3.159,51.19,6.913,120.173,108.014,131.646,48.955,10.519,-8.306,0.6565,0.4223,0.5972,32.427,61.013,47.743,17.679,22.137,18.862,0.18,0.2625,0.1277,25.454,5.078,-0.02539,0.0,12.701,0.4006,0.2729,0.2267,-2.844,-1.568,-1.441,0.003218,1.173,2.304,0.3573,0.6614,0.0009948,96.264,4.509,4.402,0.0006474,2.99e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\132dcc45_d1a5_4722_8a7f_563b5af4dcc5.jpg,1024,1.0,35.534,7.274,28.215,226.324,3.296,110.697,109.403,110.899,44.175,0.7518,-0.5965,0.8645,0.1472,0.4372,87.487,88.134,87.328,35.534,1.08,1.038,0.1548,0.2588,0.3426,26.119,10.853,-0.04688,-0.02734,8.767,0.5511,0.495,0.5153,-2.293,-1.165,-1.023,0.04599,1.632,2.803,0.6063,0.8435,0.0005187,96.982,4.302,4.428,0.0001733,2.24e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\133e4d64_44f4_4838_99d6_0777a74fcafe.jpg,1024,1.0,15.999,7.228,5.619,52.661,6.728,130.878,81.729,110.333,41.241,26.244,-7.337,0.8767,0.4667,0.5602,49.031,41.305,37.152,15.999,9.165,18.876,0.122,0.1002,0.1844,62.156,13.644,0.02734,0.0625,7.55,0.451,0.3528,0.3286,-2.398,-1.174,-1.093,0.0233,1.427,2.397,0.6299,0.7679,0.0004621,87.998,4.417,4.438,0.000305,2.1e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\134152f7_e33d_4574_8d1b_af1c3b14a558.jpg,1024,1.0,13.215,7.102,10.816,86.325,6.48,123.902,132.782,135.894,54.622,-2.275,-2.548,0.5043,0.144,0.5511,36.309,33.136,37.396,13.215,5.061,7.028,0.1995,0.1219,0.1342,15.404,5.427,-0.01367,-0.02344,4.203,0.6092,0.3769,0.3664,-2.122,-1.09,-0.8876,0.05342,1.658,2.688,0.5123,0.8509,0.0005138,93.291,4.322,4.502,0.000206,1.878e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13418dd4_7a01_4d5f_9a96_ae2f1539d8dc.jpg,1024,1.0,24.461,7.835,16.937,177.474,7.278,152.056,137.939,126.659,59.927,11.286,8.942,0.06753,0.6002,0.7633,84.752,69.65,83.927,24.461,21.43,42.182,0.3124,0.2907,0.2409,15.332,1.562,0.0,-0.007812,3.368,0.464,0.4022,0.3698,-2.549,-1.3,-1.164,0.05523,1.56,2.65,0.5991,0.8132,0.0006806,97.248,3.613,4.06,0.0001569,2.215e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13423237_d943_4f2e_a182_7fb7f597d5dc.png,1024,1.0,22.889,7.676,8.476,89.484,6.853,88.57,94.531,90.02,38.693,-2.862,2.087,0.4844,0.2542,0.4074,61.576,56.865,53.891,22.889,10.497,7.515,0.2201,0.1424,0.2372,69.745,5.963,-0.02539,0.01562,6.445,0.4845,0.418,0.3555,-3.121,-1.545,-1.449,0.009608,1.529,2.512,0.6448,0.7904,0.0003706,87.317,4.468,4.414,0.0001507,1.479e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\134ffa5c_291f_4dbc_8084_8c6dcac0bd66.jpg,1024,1.0,14.791,7.361,0.7072,12.959,6.4,100.748,105.038,66.46,42.783,-8.235,21.044,0.1897,0.4008,0.4239,39.346,35.617,30.201,14.791,6.856,8.905,0.04807,0.1452,0.1419,20.44,11.172,-0.0332,0.04492,10.891,0.5464,0.4327,0.3766,-3.019,-1.614,-1.449,0.001929,0.7498,2.0,0.4523,0.7233,0.001173,95.663,3.921,2.494,0.0006578,1.164e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13500c21_bc68_4bf2_a71a_4a250bc08bf4.jpg,1152,0.8,20.528,7.625,14.848,143.011,5.64,103.047,99.244,67.145,40.842,-3.36,18.835,0.1449,0.4283,0.4224,45.438,53.005,43.282,20.528,8.172,5.766,0.05772,0.1438,0.1926,37.648,8.8,-0.02539,0.03594,7.154,0.5616,0.5475,0.508,-2.423,-1.302,-1.172,0.007263,1.591,2.63,0.7628,0.8613,0.0002663,96.498,4.522,4.54,0.0001274,9.21e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\135245d7_999f_48fd_a757_0d712d8a4e26.jpg,1280,1.5,25.515,7.758,4.901,58.466,6.664,104.62,86.728,78.901,37.415,7.275,6.29,0.9536,0.3802,0.4284,66.84,62.586,56.56,25.515,6.119,18.418,0.1772,0.2465,0.2576,38.356,17.243,0.03646,0.07812,17.288,0.4122,0.3829,0.3112,-2.781,-1.177,-1.28,0.01335,1.235,2.39,0.6208,0.7519,0.0004781,95.248,4.084,4.326,0.0001631,2.485e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13544b06_e514_4e1d_ae8f_7a248016e313.jpg,1152,1.25,24.982,7.833,5.912,88.238,6.113,117.696,98.875,81.849,42.473,5.624,12.812,0.07803,0.3805,0.4703,63.632,63.598,63.939,24.982,10.656,12.724,0.118,0.287,0.2507,40.011,10.271,0.05,-0.01172,11.111,0.384,0.3667,0.3103,-3.046,-1.337,-1.444,0.01367,1.276,2.352,0.4905,0.7152,0.000855,94.727,4.003,4.244,0.0002564,2.899e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13595487_6e7a_4477_b0b8_a2624f63983e.jpg,1152,0.8,27.623,7.572,6.063,94.357,2.887,83.049,79.761,79.837,32.861,1.342,0.4493,0.9859,0.1028,0.326,67.953,67.918,67.696,27.623,1.446,0.9317,0.07631,0.1757,0.2667,57.315,2.211,0.005859,-0.009375,11.623,0.6156,0.3762,0.3755,-3.151,-1.641,-1.522,0.006629,1.119,2.357,0.5596,0.7488,0.0006287,94.286,4.254,4.175,0.0002248,2.07e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\1369b121_2ae4_4830_b83a_941b87f664c1.jpg,1024,1.0,30.602,7.858,5.242,83.711,6.576,127.935,117.559,142.253,49.837,9.477,-11.5941,0.7087,0.3347,0.5667,68.754,80.042,73.863,30.602,10.888,6.447,0.1104,0.2761,0.2865,26.819,7.042,-0.001953,0.03516,9.411,0.5625,0.3523,0.3424,-3.425,-1.668,-1.584,0.02126,1.145,2.293,0.5917,0.7282,0.0006528,93.571,4.444,4.22,0.0002745,2.247e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\136bd2a9_245c_4c16_b351_5fbad1d39c8f.jpg,1280,0.6667,24.76,7.388,11.36,127.632,5.027,124.919,91.251,63.658,40.635,11.069,21.364,0.06802,0.5504,0.4899,59.769,65.328,52.2,24.76,7.821,9.048,0.03755,0.1635,0.2344,54.405,14.66,-0.01562,0.07161,7.843,0.536,0.4144,0.3982,-2.49,-1.611,-1.189,0.01922,1.406,2.489,0.6085,0.8282,0.0005813,94.403,4.358,4.458,0.0001991,1.535e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\137531b3_d64f_44d1_85fd_bafdf444a8e5.jpg,1600,0.7857,8.952,7.081,0.7049,20.738,5.727,82.974,99.641,77.216,40.149,-10.9052,10.667,0.2808,0.2276,0.3935,17.882,23.453,16.848,8.952,5.862,3.144,0.06912,0.0376,0.09068,28.811,5.449,-0.01562,0.02232,6.842,0.5449,0.5882,0.4759,-3.328,-1.567,-1.457,0.01789,0.922,2.028,0.7255,0.8138,0.0007747,96.629,4.404,3.762,0.000433,5.804e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\1375db48_150d_49e3_9b81_7d9e8f36d732.jpg,1024,1.0,31.248,7.83,9.556,119.166,6.134,142.143,103.324,70.074,46.175,13.838,23.682,0.04608,0.6302,0.5802,78.056,81.494,84.3,31.248,14.274,28.048,0.1495,0.2979,0.3231,34.292,7.297,0.03516,0.009766,7.063,0.436,0.4495,0.3775,-3.11,-1.474,-1.498,0.01633,1.289,2.424,0.7123,0.7909,0.0006461,95.902,4.532,4.067,0.0001856,3.091e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\137b86e4_5ca2_4b3b_b0e9_750a644b12c9.jpg,1280,1.5,26.911,7.801,7.591,89.268,6.989,110.827,93.537,55.473,40.973,4.143,24.159,0.1216,0.6512,0.4965,71.184,73.444,50.493,26.911,22.892,23.642,0.2054,0.2344,0.2714,24.865,1.747,0.003906,0.007812,15.136,0.3432,0.2743,0.271,-2.55,-1.346,-1.211,0.005623,1.267,2.374,0.501,0.6861,0.000907,98.23,3.707,3.893,0.0002828,4.933e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\137f91fa_a8b0_4f1c_a066_32bc4657e923.jpg,1024,1.0,21.383,7.78,5.635,64.53,6.781,130.722,102.478,92.416,45.416,11.218,8.949,0.9311,0.3658,0.5409,69.914,51.261,28.13,21.383,9.573,22.596,0.1832,0.1777,0.2516,34.528,9.536,-0.02734,0.03906,9.641,0.5149,0.3307,0.3255,-2.771,-1.379,-1.28,0.03982,1.278,2.415,0.4923,0.7452,0.0004659,92.989,4.495,4.483,0.000184,2.665e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\1380bd7f_a4bd_46f2_961b_fdf1781f061a.jpg,1280,0.6667,22.368,7.741,12.056,120.747,6.4,128.321,73.114,49.589,37.853,21.161,24.044,0.0431,0.6715,0.5184,65.374,59.793,53.829,22.368,19.739,21.156,0.1067,0.2769,0.244,56.354,6.526,0.01562,0.02865,11.58,0.6031,0.5234,0.5279,-2.507,-1.367,-1.342,0.003681,1.588,2.464,0.769,0.8356,0.0003261,95.784,4.508,4.509,0.0001185,1.391e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13871429_5948_44bd_8809_8dc7a498f909.jpg,1152,0.8,17.129,7.351,5.828,78.863,6.501,89.628,104.367,104.834,42.903,-4.037,-1.762,0.5611,0.2912,0.4566,39.231,46.828,41.533,17.129,13.772,12.316,0.1603,0.1486,0.1743,55.291,2.839,-0.001953,-0.01406,10.627,0.3966,0.3394,0.3276,-2.978,-1.684,-1.5,0.03751,1.331,2.432,0.6741,0.7478,0.0006364,93.427,4.347,4.345,0.0002859,2.867e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\138c2c9e_788f_4440_8568_7b129411e86e.jpg,1280,0.6667,18.378,7.162,16.768,114.892,5.648,72.621,148.451,161.625,58.203,-13.8478,-12.1168,0.5422,0.6389,0.673,53.852,55.285,52.184,18.378,22.68,16.3,0.1573,0.2301,0.1699,9.752,2.926,-0.01367,-0.005208,12.208,0.5359,0.5317,0.4742,-1.95,-1.116,-0.9969,0.001907,1.759,2.732,0.6816,0.8516,0.0002752,94.693,4.534,4.538,0.0001792,1.132e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\138e29ad_4039_4bd2_8a83_0cc0c260116e.jpg,1280,0.6667,30.239,6.941,18.475,172.911,5.518,127.866,100.324,79.622,43.22,8.227,14.602,0.02959,0.4402,0.502,84.089,74.037,50.391,30.239,8.073,18.424,0.08929,0.2222,0.3295,43.6,5.524,0.003906,0.02734,15.642,0.5938,0.5851,0.57,-2.253,-1.249,-1.096,0.005901,1.613,2.691,0.7594,0.8771,0.000398,96.065,4.522,4.526,0.0002807,1.644e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\1391692f_1099_429f_bcd9_69db10ddb610.jpg,1024,1.0,33.815,7.645,18.763,164.554,6.087,105.791,102.685,111.861,41.893,3.481,-4.684,0.7174,0.2589,0.4496,81.333,84.599,82.124,33.815,4.221,4.544,0.1412,0.2429,0.3211,36.911,9.285,0.04492,-0.01172,11.417,0.4152,0.4225,0.3925,-2.481,-1.208,-1.106,0.02622,1.531,2.68,0.6566,0.8246,0.0007114,97.252,4.302,4.3,0.000287,2.241e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\1392b15c_fc92_4b12_bde7_1a7fbd7b8ff4.jpg,1280,0.6667,18.985,7.156,11.387,120.344,6.437,140.265,76.614,131.588,43.57,33.326,-16.123,0.8203,0.5807,0.611,60.155,56.563,47.62,18.985,27.292,12.702,0.1491,0.2303,0.2011,79.617,1.302,0.0,-0.00651,11.945,0.5837,0.4921,0.4915,-2.377,-1.293,-1.198,0.00247,1.631,2.5,0.7017,0.8198,0.0003272,86.97,4.483,4.5,0.0001696,1.401e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13949459_ea54_4cbd_8837_261a2a3b3f6d.jpg,1280,0.6667,23.402,7.384,11.569,128.385,6.808,124.51,107.854,117.427,46.704,9.967,-3.298,0.9372,0.3162,0.5378,59.297,63.497,48.691,23.402,8.06,16.355,0.1907,0.141,0.2058,56.31,3.504,-0.01172,-0.01302,12.166,0.4255,0.3517,0.345,-2.489,-1.338,-1.156,0.002411,1.468,2.48,0.6812,0.7834,0.0004547,96.437,4.504,4.459,0.0001971,2.443e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\139b025f_af29_4dee_a479_48d18bd6101a.jpg,1280,0.6667,17.566,7.46,13.455,81.435,6.781,115.115,91.58,82.906,41.546,12.072,9.768,0.9979,0.5089,0.5246,53.438,46.296,52.424,17.566,13.322,25.064,0.2134,0.2254,0.1924,42.657,9.527,-0.01758,0.04427,10.062,0.549,0.4624,0.4944,-1.825,-0.9852,-0.7959,0.007971,1.623,2.62,0.6851,0.84,0.0002614,94.157,4.474,4.543,0.0001438,2.002e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13a13c87_bd78_474c_85fd_007c63bd4199.jpg,1280,0.6667,24.07,7.641,12.095,107.155,6.156,106.579,76.346,52.826,34.581,10.279,18.848,0.07744,0.5754,0.4262,64.689,60.853,53.284,24.07,12.76,13.338,0.106,0.2593,0.2469,59.295,9.643,-0.001953,-0.04818,21.325,0.558,0.5027,0.4813,-2.477,-1.281,-1.198,0.007531,1.48,2.509,0.7041,0.8052,0.0003371,88.589,4.546,4.468,0.0001112,1.785e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13b426ed_fbce_43d2_a49e_77d002ed4630.jpg,1344,1.625,21.782,7.586,11.184,110.495,6.529,100.558,84.79,100.736,37.487,11.304,-7.335,0.7939,0.3924,0.4652,55.924,55.199,47.244,21.782,12.445,20.844,0.1767,0.1361,0.2203,52.385,3.162,0.002404,0.01562,16.931,0.5187,0.4268,0.4011,-2.374,-1.174,-1.154,0.0032,1.525,2.553,0.6847,0.7926,0.0004759,95.333,4.053,4.26,0.0001301,1.764e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13ba2b05_602d_45d5_9341_280040657f38.jpg,1024,1.0,36.957,6.454,11.917,204.592,5.711,115.764,103.208,105.591,43.578,6.695,1.073,0.02609,0.3994,0.5006,93.102,94.434,95.061,36.957,11.311,20.974,0.1896,0.3957,0.3727,43.461,2.104,0.009766,-0.003906,2.494,0.4708,0.4793,0.4718,-3.459,-1.746,-1.486,0.1223,1.314,2.422,0.7235,0.7959,0.001092,98.481,3.703,4.004,0.0003127,2.46e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13c0b11e_2891_4e50_8046_2ec6fbb516c5.jpg,1024,1.0,15.754,7.312,10.692,106.146,5.858,122.505,120.339,110.55,50.269,0.168,6.312,0.1137,0.2841,0.5237,36.906,40.898,51.804,15.754,5.136,12.915,0.1802,0.1936,0.1567,18.975,2.376,-0.001953,0.01172,2.167,0.439,0.4281,0.395,-2.568,-1.335,-1.083,0.06773,1.599,2.571,0.6192,0.8175,0.0003606,98.543,3.877,4.3,0.0001491,1.643e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13c6bca8_00d3_4cb5_81d7_737655c62da5.jpg,1856,0.8125,20.942,7.329,5.278,60.156,4.322,113.104,94.551,90.96,40.925,7.261,4.71,0.01839,0.2469,0.4436,49.884,52.867,45.188,20.942,3.418,3.659,0.05311,0.0851,0.1956,35.61,14.838,-0.05409,0.05078,8.823,0.4563,0.478,0.4357,-2.921,-1.383,-1.348,0.007174,1.315,2.485,0.7233,0.7867,0.0001951,92.002,4.457,4.428,0.0001667,1.341e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13cc7510_7e71_4a07_9860_975907ae0d4e.jpg,1280,1.5,11.711,6.561,5.874,59.297,6.899,114.706,91.838,99.03,41.467,11.06,-0.4422,0.9035,0.2579,0.4661,37.036,30.185,23.063,11.711,9.779,10.245,0.1456,0.1262,0.1396,79.011,8.019,-0.03385,0.02148,13.673,0.3488,0.4529,0.3547,-2.382,-1.374,-1.226,0.004179,1.483,2.426,0.567,0.8045,0.0003252,87.588,4.465,4.465,0.0001233,1.443e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13d29967_6a46_421e_a40e_1a30c0339cdd.jpg,1024,1.0,27.928,7.66,8.246,114.556,6.743,149.261,129.545,128.626,55.332,8.852,4.585,0.8978,0.3441,0.6145,65.423,74.093,81.839,27.928,11.564,15.804,0.2228,0.344,0.2576,21.478,6.548,-0.009766,0.03125,6.948,0.4869,0.443,0.4149,-3.375,-1.735,-1.587,0.03607,1.173,2.44,0.6924,0.7693,0.0005718,93.698,4.517,4.41,0.0001973,2.296e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13dfa3a8_f185_483e_a394_a0f0ad5d52b3.jpg,1280,0.6667,19.095,7.252,12.168,106.806,6.468,69.013,61.253,47.601,25.507,1.295,9.112,0.0762,0.3761,0.2766,46.497,46.314,37.945,19.095,6.934,9.727,0.1234,0.2003,0.1836,63.386,9.19,0.005859,-0.04557,20.913,0.5682,0.5108,0.4919,-2.444,-1.239,-1.186,0.00312,1.619,2.587,0.7212,0.8398,0.000327,92.377,4.517,4.527,0.0001078,1.404e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13f22098_bc2b_4ec0_9793_2e45d01c9262.png,1152,1.25,30.851,7.73,7.063,74.535,6.259,108.106,128.207,116.957,49.982,-9.14,3.297,0.4459,0.1767,0.5067,66.904,79.397,68.305,30.851,6.771,4.805,0.142,0.06216,0.3066,28.567,22.511,-0.02656,0.1094,12.949,0.5272,0.3689,0.3494,-2.724,-1.279,-1.284,0.00451,1.332,2.524,0.6735,0.7832,0.0003048,93.103,4.215,4.428,0.0001971,1.683e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13f75115_62df_4c57_9e6c_9661f88afeb4.jpg,1024,1.0,9.534,4.577,2.234,21.412,2.67,170.712,139.375,87.138,59.793,5.877,30.578,0.09415,0.4756,0.6697,24.243,27.531,31.865,9.534,5.245,18.789,0.02774,0.1895,0.09554,79.76,2.501,0.007812,-0.009766,4.425,0.2637,0.4159,0.2373,-2.497,-1.213,-1.198,0.02757,1.226,2.262,0.6367,0.7113,0.0005055,99.483,4.129,4.218,0.0006566,3.152e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\13f85d01_6192_4d9a_9e5f_4bd7a57e2f29.jpg,1024,1.0,26.545,7.775,13.437,138.951,6.438,121.811,120.629,93.921,49.796,1.597,12.188,0.07305,0.523,0.5762,69.957,68.685,89.753,26.545,10.072,37.447,0.2857,0.3746,0.2876,29.191,14.495,-0.01758,0.07031,9.898,0.3303,0.4306,0.279,-2.516,-1.336,-1.132,0.0865,1.54,2.664,0.5437,0.7747,0.0005973,96.274,3.746,4.227,0.0003348,2.964e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\1400c45a_59ba_4e0a_a43a_648fdeaf87d3.jpg,1024,1.0,29.682,7.752,13.033,117.481,6.096,109.988,93.02,74.355,39.642,6.049,12.209,0.03804,0.4447,0.457,79.614,74.235,76.063,29.682,8.954,22.865,0.3098,0.3373,0.3077,47.868,5.859,0.0293,0.0,10.776,0.4694,0.3884,0.3752,-2.609,-1.389,-1.011,0.1126,1.446,2.523,0.5609,0.7421,0.0006833,93.62,4.466,4.429,0.0002117,3.777e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\14079d49_ca61_4ce6_b40d_5f696d5067ad.jpg,1024,1.0,37.76,7.298,44.507,519.018,6.931,142.837,150.389,130.866,59.994,-0.694,6.768,0.4013,0.4932,0.6779,104.089,100.255,87.842,37.76,18.763,39.661,0.2602,0.3602,0.3424,21.952,0.0,0.0,0.0,3.468,0.7161,0.7373,0.7042,-1.735,-0.9743,-0.6721,0.1967,1.76,3.002,0.8361,0.9073,0.0006989,99.018,1.717,2.62,0.000111,5.914e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\1417965a_04ac_48c5_bd25_7f39183f45c7.jpg,1024,1.0,27.265,7.59,18.386,182.492,6.944,113.237,88.318,101.894,41.73,17.437,-3.359,0.7063,0.6251,0.5887,96.364,71.396,47.229,27.265,22.661,35.921,0.2504,0.2353,0.2741,54.344,1.747,0.003906,-0.007812,3.312,0.4579,0.4173,0.4187,-2.769,-1.514,-1.159,0.132,1.496,2.61,0.6549,0.7871,0.0008001,97.015,3.392,3.992,0.0002102,2.915e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\141daa17_4ead_44b2_b74a_a7465d6a3611.jpg,1280,0.6667,14.458,7.524,0.9982,26.692,4.489,115.524,107.975,86.318,45.299,-0.8063,13.077,0.1212,0.2539,0.453,36.435,35.329,28.047,14.458,1.037,3.938,0.0114,0.03075,0.1429,30.85,0.3906,-0.001953,0.0,11.704,0.5694,0.6115,0.5435,-3.044,-1.505,-1.451,0.176,0.8369,2.032,0.508,0.7034,0.001474,97.402,3.79,2.972,0.0004247,1.775e-05,
